id_transaccion,id_cliente,categoria_comercio,pais,hora_dia,importe_eur,antiguedad_cuenta_dias,transacciones_ult_24h,contracargos_prev_180d,cambio_dispositivo,puntuacion_riesgo_ip,es_fraude
tx_002747,cust_00180,restaurantes,NL,0,12.3,199,0,0,1,26.4,0
tx_000768,cust_00384,supermercado,NL,17,10.43,3387,2,0,0,31.3,0
tx_001345,cust_00150,moda,ES,5,37.91,1834,1,0,0,12.0,0
tx_000262,cust_00137,moda,ES,12,68.13,342,1,0,1,19.3,0
tx_001452,cust_00033,restaurantes,ES,3,12.35,2937,6,0,0,15.0,0
tx_002835,cust_00311,restaurantes,ES,22,50.66,2447,2,0,1,23.9,0
tx_000196,cust_00071,supermercado,FR,16,10.42,53,1,0,0,7.3,0
tx_001776,cust_00105,restaurantes,DE,13,10.65,2824,0,0,0,18.6,0
tx_002842,cust_00564,moda,ES,9,38.39,22,1,0,1,13.8,0
tx_001736,cust_00638,moda,ES,18,48.77,2869,0,0,0,11.6,0
tx_000180,cust_00401,supermercado,NL,10,20.91,1549,0,0,0,18.1,0
tx_002923,cust_00099,bienes_digitales,ES,23,15.1,2580,0,0,0,6.6,0
tx_000341,cust_00508,electronica,NL,12,43.66,1017,5,0,0,15.0,0
tx_001100,cust_00347,marketplace,ES,16,94.0,54,0,0,0,16.5,0
tx_001544,cust_00455,supermercado,NG,3,9.59,71,2,0,0,50.1,1
tx_000749,cust_00251,viajes,ES,11,31.76,1972,3,0,0,24.3,0
tx_002756,cust_00697,electronica,ES,16,131.27,15,1,0,1,31.8,0
tx_000663,cust_00029,supermercado,ES,10,104.41,1590,2,0,0,22.9,0
tx_000481,cust_00231,restaurantes,US,13,43.31,24,0,0,0,35.1,0
tx_002139,cust_00431,restaurantes,GB,4,20.64,1087,2,0,0,7.9,0
tx_000872,cust_00162,viajes,NG,7,58.28,2028,2,0,0,61.7,0
tx_001454,cust_00197,suscripciones,ES,16,6.44,877,0,0,0,13.1,0
tx_002953,cust_00749,bienes_digitales,ES,1,39.43,1793,2,0,1,20.2,0
tx_000550,cust_00544,viajes,NG,16,134.35,2193,1,0,0,45.5,0
tx_002021,cust_00243,supermercado,BR,7,65.04,1657,2,0,0,31.4,0
tx_002709,cust_00584,supermercado,ES,9,7.94,845,4,0,0,16.3,0
tx_000743,cust_00507,viajes,ES,23,45.96,3572,2,0,0,14.1,0
tx_002416,cust_00389,videojuegos,US,0,44.15,751,1,0,0,18.3,0
tx_002638,cust_00595,restaurantes,ES,18,31.97,3556,2,0,0,7.9,0
tx_002567,cust_00640,videojuegos,DE,3,16.68,2576,0,0,0,15.1,0
tx_002293,cust_00188,electronica,DE,15,8.09,2794,2,0,0,14.9,0
tx_001910,cust_00752,moda,ES,4,5.95,2483,1,0,0,12.8,0
tx_000791,cust_00077,marketplace,ES,18,4.73,740,1,0,0,19.1,0
tx_002121,cust_00615,bienes_digitales,GB,21,32.57,2906,1,0,0,15.8,0
tx_001447,cust_00750,viajes,ES,2,74.12,13,5,0,0,20.1,1
tx_000248,cust_00333,supermercado,PT,3,3.0,1273,1,0,1,21.8,0
tx_000830,cust_00024,supermercado,ES,21,36.49,3139,0,0,0,1.6,0
tx_001125,cust_00672,supermercado,ES,4,11.44,1948,1,0,0,24.2,0
tx_002721,cust_00501,moda,ES,13,65.13,1583,0,0,0,7.3,0
tx_000627,cust_00271,viajes,ES,14,120.37,3327,1,0,0,8.6,0
tx_000348,cust_00748,bienes_digitales,FR,9,7.23,7,3,0,0,9.4,0
tx_000279,cust_00052,viajes,ES,11,48.48,3438,2,0,1,36.8,0
tx_001784,cust_00763,electronica,ES,10,52.11,1839,2,0,0,7.6,0
tx_002281,cust_00610,electronica,ES,3,42.5,78,0,0,0,20.5,0
tx_000656,cust_00426,restaurantes,ES,3,31.09,77,0,0,0,10.7,0
tx_001214,cust_00693,moda,DE,6,17.22,1850,2,0,0,25.5,0
tx_000839,cust_00012,supermercado,GB,7,19.05,1581,2,0,0,4.7,0
tx_002625,cust_00737,marketplace,ES,8,12.62,2279,0,0,0,26.3,0
tx_002589,cust_00776,electronica,ES,13,12.32,2982,0,0,1,0.0,0
tx_002351,cust_00431,supermercado,NG,11,45.57,2683,1,0,0,52.2,0
tx_001710,cust_00170,electronica,NL,12,34.4,49,2,0,0,11.6,0
tx_002024,cust_00480,viajes,ES,12,170.63,1859,1,0,0,15.5,0
tx_000977,cust_00077,moda,ES,20,34.75,74,3,0,0,6.7,0
tx_000446,cust_00530,suscripciones,GB,1,4.43,1218,0,0,1,32.1,0
tx_000618,cust_00213,electronica,IT,22,40.3,1250,0,0,0,10.4,0
tx_001475,cust_00781,supermercado,BR,7,8.76,5,1,0,0,50.3,0
tx_001779,cust_00246,viajes,IT,14,72.98,78,3,0,0,16.5,0
tx_002518,cust_00421,supermercado,ES,9,7.46,1372,1,1,0,21.6,0
tx_001245,cust_00700,viajes,DE,22,135.35,1427,1,0,1,15.0,0
tx_002996,cust_00505,viajes,IT,11,123.08,2540,2,0,0,13.5,0
tx_002553,cust_00174,supermercado,ES,12,25.65,26,4,0,0,4.1,0
tx_000548,cust_00473,supermercado,GB,22,20.21,2268,1,0,0,21.3,0
tx_002211,cust_00560,restaurantes,ES,15,7.59,348,1,0,0,2.7,0
tx_001624,cust_00014,supermercado,ES,7,12.48,1393,1,0,0,8.6,0
tx_000264,cust_00740,electronica,ES,16,14.62,2680,1,0,0,0.0,0
tx_001398,cust_00523,moda,NL,10,23.55,559,0,0,1,47.0,0
tx_002354,cust_00372,supermercado,ES,18,19.97,325,2,0,0,5.9,0
tx_001816,cust_00089,electronica,ES,17,26.71,2875,1,0,0,10.8,0
tx_000354,cust_00348,restaurantes,ES,6,15.11,1780,2,0,0,14.0,0
tx_001076,cust_00131,bienes_digitales,ES,11,58.58,83,2,0,0,1.0,0
tx_000209,cust_00211,suscripciones,ES,10,8.79,2094,0,0,0,0.0,0
tx_000614,cust_00308,bienes_digitales,BR,18,17.28,3080,1,0,0,46.0,0
tx_002091,cust_00709,restaurantes,ES,12,13.13,2529,3,0,1,15.4,0
tx_002100,cust_00198,supermercado,ES,15,10.89,2575,0,0,0,17.6,0
tx_001499,cust_00374,marketplace,NL,0,14.48,2258,1,0,1,29.1,0
tx_001136,cust_00047,supermercado,FR,9,12.1,2959,0,0,0,14.1,0
tx_002881,cust_00033,supermercado,ES,15,7.16,201,3,0,0,16.0,0
tx_002079,cust_00207,lujo,BR,3,190.63,1157,0,0,0,45.3,0
tx_000058,cust_00124,supermercado,DE,9,8.49,12,1,0,0,12.8,0
tx_002484,cust_00256,moda,IT,15,38.05,13,3,0,0,13.7,1
tx_000812,cust_00703,electronica,ES,4,35.24,2228,0,0,1,12.4,0
tx_002196,cust_00653,supermercado,ES,15,12.88,3542,1,0,1,13.7,0
tx_000562,cust_00035,videojuegos,ES,18,26.17,3466,3,0,0,9.8,0
tx_002944,cust_00151,suscripciones,ES,9,28.17,2092,1,3,1,4.1,1
tx_000230,cust_00142,supermercado,ES,9,15.15,1583,2,0,0,26.6,0
tx_002510,cust_00098,bienes_digitales,ES,3,17.27,2524,0,0,1,20.3,0
tx_001722,cust_00593,restaurantes,ES,4,12.73,559,3,0,0,3.4,0
tx_002180,cust_00365,electronica,ES,15,29.09,1814,1,0,0,7.3,0
tx_001451,cust_00235,moda,ES,9,13.92,3317,0,0,1,9.1,0
tx_001235,cust_00509,videojuegos,ES,19,4.82,2528,3,0,0,20.7,0
tx_001072,cust_00168,supermercado,ES,20,47.31,1295,2,0,0,8.7,0
tx_002850,cust_00289,restaurantes,ES,10,20.25,2250,1,0,1,9.1,0
tx_001038,cust_00012,viajes,PT,7,197.15,70,0,0,1,36.9,0
tx_000890,cust_00217,electronica,BR,14,39.6,2594,2,0,1,36.9,0
tx_001054,cust_00766,marketplace,ES,9,16.73,2,3,0,0,9.5,0
tx_000708,cust_00458,supermercado,US,11,43.1,2653,0,0,0,15.3,0
tx_000425,cust_00334,moda,ES,17,38.55,2562,0,0,0,3.2,0
tx_000070,cust_00376,supermercado,PT,8,22.34,1688,2,1,0,12.7,0
tx_002250,cust_00339,moda,DE,8,28.9,597,2,0,0,12.9,0
tx_002536,cust_00782,supermercado,FR,23,80.29,1064,1,0,0,19.3,0
tx_002840,cust_00777,restaurantes,US,17,3.0,50,2,1,0,10.6,0
tx_002407,cust_00297,restaurantes,IT,16,7.42,1852,1,0,1,29.4,1
tx_002964,cust_00054,marketplace,US,13,7.38,189,0,0,0,31.8,0
tx_002582,cust_00369,videojuegos,GB,21,14.26,1114,0,0,1,27.4,0
tx_002093,cust_00644,restaurantes,ES,20,11.54,2605,2,0,0,12.1,0
tx_000941,cust_00553,marketplace,ES,9,39.96,2098,0,0,0,23.5,0
tx_000621,cust_00347,videojuegos,FR,18,42.52,2775,3,0,0,30.7,0
tx_002520,cust_00797,lujo,PT,4,60.47,3336,2,0,0,8.7,0
tx_001197,cust_00571,restaurantes,ES,8,38.86,2499,1,0,0,16.9,0
tx_002068,cust_00725,supermercado,ES,22,19.46,404,1,0,0,23.7,0
tx_001033,cust_00584,bienes_digitales,ES,12,93.26,10,0,0,0,21.6,0
tx_001506,cust_00194,restaurantes,ES,17,11.31,1172,11,0,1,22.7,0
tx_001577,cust_00438,viajes,FR,1,53.18,1418,0,0,0,7.2,0
tx_002131,cust_00574,moda,FR,11,46.75,2343,0,0,0,9.5,0
tx_002045,cust_00222,viajes,ES,17,57.78,2993,2,0,1,7.8,1
tx_001396,cust_00473,electronica,IT,5,43.7,16,0,0,0,17.6,0
tx_000280,cust_00067,supermercado,FR,8,12.4,533,0,0,1,21.1,0
tx_001466,cust_00090,supermercado,ES,22,21.18,66,6,0,0,28.9,0
tx_001504,cust_00258,lujo,ES,3,40.96,3254,3,0,0,23.8,0
tx_002283,cust_00259,suscripciones,PT,12,31.89,1396,3,0,0,21.3,0
tx_002839,cust_00173,supermercado,ES,21,6.84,1249,1,0,0,12.6,0
tx_002724,cust_00302,moda,ES,9,27.97,1974,0,0,0,5.5,0
tx_000554,cust_00255,restaurantes,ES,4,60.75,3124,1,0,0,6.8,1
tx_000835,cust_00683,supermercado,ES,12,10.84,5,3,0,0,0.0,0
tx_000963,cust_00672,electronica,ES,3,54.38,2005,2,0,1,2.6,0
tx_000597,cust_00463,electronica,DE,1,79.84,88,2,0,0,26.1,0
tx_002452,cust_00712,marketplace,BR,22,17.61,64,0,0,1,40.9,0
tx_000803,cust_00412,supermercado,DE,16,19.1,2322,1,0,0,29.2,0
tx_002137,cust_00436,restaurantes,ES,19,27.65,67,2,0,0,10.6,0
tx_002986,cust_00518,videojuegos,GB,3,29.68,3467,3,0,0,10.5,0
tx_002720,cust_00131,bienes_digitales,ES,4,21.95,2589,0,0,0,4.1,0
tx_000441,cust_00778,moda,NL,10,12.39,500,1,0,0,21.4,0
tx_000509,cust_00215,moda,DE,22,26.33,1172,1,0,0,11.4,0
tx_000077,cust_00264,restaurantes,GB,2,17.45,3196,2,0,0,28.2,0
tx_002482,cust_00688,supermercado,BR,0,105.28,62,0,0,0,16.3,0
tx_000650,cust_00678,electronica,ES,23,82.9,1715,0,0,1,13.4,0
tx_000523,cust_00154,electronica,NL,17,43.66,1591,1,0,1,18.1,0
tx_001488,cust_00001,supermercado,ES,8,52.31,21,1,0,0,29.3,0
tx_002209,cust_00188,supermercado,PT,11,6.94,2973,0,0,0,5.2,0
tx_001495,cust_00328,supermercado,PT,18,30.42,14,3,0,0,20.0,0
tx_000655,cust_00442,supermercado,ES,10,14.02,3498,1,0,1,16.4,0
tx_002817,cust_00539,suscripciones,NL,20,10.24,3649,2,1,0,13.2,0
tx_001539,cust_00565,moda,ES,19,36.59,1463,2,0,0,9.6,0
tx_001424,cust_00540,bienes_digitales,ES,23,117.38,1476,3,0,0,11.1,1
tx_001652,cust_00015,supermercado,DE,5,32.57,170,3,0,0,13.2,0
tx_000631,cust_00589,moda,ES,13,15.59,795,0,0,0,7.0,0
tx_002542,cust_00776,restaurantes,ES,2,15.44,2542,1,1,0,9.9,0
tx_001508,cust_00384,moda,NL,20,11.85,74,11,0,0,8.1,0
tx_002942,cust_00749,videojuegos,GB,20,144.18,35,3,0,0,14.3,0
tx_000483,cust_00201,restaurantes,ES,18,14.2,81,2,0,1,27.2,0
tx_001928,cust_00101,suscripciones,ES,20,29.64,3564,1,0,0,23.3,0
tx_001114,cust_00234,restaurantes,FR,13,14.82,1326,1,0,1,17.8,0
tx_002564,cust_00327,supermercado,ES,3,24.63,3081,0,0,0,18.7,0
tx_001089,cust_00521,supermercado,ES,10,57.17,36,1,0,0,11.7,0
tx_000439,cust_00065,videojuegos,FR,10,11.71,2640,0,0,0,11.2,0
tx_001718,cust_00303,electronica,DE,21,13.4,1893,2,0,0,18.7,0
tx_002444,cust_00170,supermercado,PT,11,5.93,2619,1,0,0,10.1,0
tx_000857,cust_00196,supermercado,PT,5,6.08,901,2,0,0,3.9,0
tx_001984,cust_00600,supermercado,IT,22,5.8,1266,1,0,1,16.5,0
tx_000167,cust_00257,restaurantes,GB,21,42.0,3270,0,0,0,22.4,0
tx_000060,cust_00546,restaurantes,DE,4,18.38,289,1,0,0,19.9,0
tx_000612,cust_00370,supermercado,PT,16,9.13,1699,12,0,0,11.1,0
tx_000531,cust_00479,electronica,ES,7,49.7,630,1,0,0,12.9,0
tx_002788,cust_00048,moda,ES,5,16.6,2072,0,0,0,19.5,0
tx_000050,cust_00622,videojuegos,ES,4,12.73,2638,2,0,0,19.2,0
tx_001884,cust_00677,supermercado,IT,7,33.77,837,1,0,0,23.5,0
tx_001012,cust_00640,supermercado,ES,16,82.28,2283,1,0,0,17.2,0
tx_000859,cust_00535,marketplace,ES,5,10.47,1337,6,0,0,20.5,0
tx_001018,cust_00395,moda,ES,20,55.96,2639,1,0,0,15.2,0
tx_000049,cust_00542,videojuegos,DE,7,9.72,3014,1,0,0,0.0,0
tx_000720,cust_00480,videojuegos,ES,17,21.48,255,1,0,0,15.9,0
tx_002391,cust_00364,moda,FR,13,173.62,1297,2,0,0,6.0,0
tx_002653,cust_00790,supermercado,NG,1,186.66,2609,2,0,1,56.8,1
tx_002247,cust_00460,videojuegos,PT,15,40.62,182,0,0,0,2.7,0
tx_001160,cust_00273,moda,IT,23,30.5,269,0,0,0,28.2,0
tx_000633,cust_00347,marketplace,ES,0,5.82,14,1,0,0,13.3,0
tx_001339,cust_00620,viajes,ES,3,53.98,2943,2,0,0,23.2,0
tx_002128,cust_00500,bienes_digitales,PT,5,157.53,257,0,0,0,18.0,1
tx_002603,cust_00624,supermercado,PT,22,3.94,750,4,0,0,7.3,0
tx_001437,cust_00342,viajes,ES,2,159.14,2213,0,0,0,8.9,0
tx_000026,cust_00515,moda,PT,1,38.35,3247,2,1,0,12.2,0
tx_002966,cust_00474,moda,ES,15,19.62,12,1,0,0,12.6,0
tx_000220,cust_00722,restaurantes,ES,21,14.12,1393,0,0,0,12.7,0
tx_002819,cust_00102,restaurantes,ES,16,13.86,1749,1,0,0,6.0,0
tx_000277,cust_00374,lujo,ES,13,77.2,2738,0,0,0,8.6,0
tx_002158,cust_00506,supermercado,BR,14,38.79,2621,3,0,1,52.6,0
tx_001481,cust_00122,bienes_digitales,ES,21,68.87,1056,3,0,0,10.6,0
tx_001236,cust_00277,supermercado,BR,8,8.11,260,2,0,0,24.6,0
tx_001594,cust_00016,marketplace,PT,16,10.21,65,2,0,0,4.3,0
tx_001000,cust_00410,supermercado,ES,22,16.53,775,1,0,0,24.7,0
tx_002141,cust_00560,videojuegos,ES,8,11.04,2349,2,0,1,6.5,0
tx_000362,cust_00712,marketplace,US,23,86.3,1559,8,0,0,15.4,0
tx_001458,cust_00364,electronica,ES,22,49.5,12,1,0,1,29.7,0
tx_001994,cust_00511,bienes_digitales,ES,3,79.58,1129,3,0,0,30.7,0
tx_001672,cust_00453,bienes_digitales,ES,16,9.19,32,2,0,0,10.4,0
tx_002335,cust_00442,videojuegos,ES,11,115.0,1692,1,0,0,9.8,0
tx_001651,cust_00152,electronica,GB,18,63.21,83,2,0,0,16.9,0
tx_001836,cust_00111,viajes,ES,20,93.52,1507,0,0,0,23.9,0
tx_001115,cust_00156,videojuegos,FR,9,21.81,1039,0,0,0,27.7,0
tx_001847,cust_00322,restaurantes,BR,15,25.23,29,3,0,0,31.6,1
tx_001318,cust_00472,supermercado,ES,5,9.27,3398,2,0,0,1.5,0
tx_002630,cust_00031,suscripciones,ES,22,42.56,28,1,0,0,0.6,0
tx_000298,cust_00351,videojuegos,ES,7,17.79,1342,2,0,0,23.4,0
tx_001314,cust_00682,electronica,DE,20,61.88,1554,2,0,0,10.9,0
tx_000938,cust_00119,bienes_digitales,ES,2,29.35,2030,1,0,0,4.5,0
tx_000241,cust_00113,videojuegos,ES,13,21.41,2192,1,0,0,6.6,0
tx_001433,cust_00137,supermercado,ES,17,3.37,77,2,1,0,12.2,0
tx_000583,cust_00086,bienes_digitales,ES,0,16.88,72,7,0,1,8.8,1
tx_002907,cust_00500,suscripciones,BR,4,4.13,53,1,0,0,29.6,0
tx_001955,cust_00776,marketplace,FR,10,8.54,1274,0,0,0,9.3,0
tx_001335,cust_00427,bienes_digitales,ES,13,62.31,3474,5,0,0,12.9,0
tx_001730,cust_00084,supermercado,ES,13,9.05,212,2,0,0,8.6,0
tx_001673,cust_00214,lujo,ES,7,21.64,2113,2,0,0,20.2,0
tx_000351,cust_00426,moda,ES,1,6.32,3514,1,0,1,0.0,0
tx_002746,cust_00324,videojuegos,NG,0,7.16,407,3,0,1,58.3,0
tx_001221,cust_00520,supermercado,IT,13,12.18,87,0,0,0,22.7,0
tx_000350,cust_00132,restaurantes,IT,11,86.47,3294,2,0,1,15.3,0
tx_001519,cust_00396,viajes,IT,0,64.33,2689,0,2,0,2.8,0
tx_002548,cust_00468,videojuegos,ES,18,41.35,1293,1,0,0,17.6,0
tx_000644,cust_00385,restaurantes,US,13,13.63,71,12,0,0,1.1,0
tx_002836,cust_00435,electronica,US,5,12.0,305,0,0,0,23.5,0
tx_000945,cust_00104,supermercado,BR,11,5.31,572,2,0,0,34.3,0
tx_001463,cust_00038,moda,ES,12,32.35,672,3,0,0,0.0,0
tx_000658,cust_00506,videojuegos,PT,19,41.5,188,2,0,0,5.9,0
tx_002703,cust_00177,moda,ES,4,33.39,1368,3,0,0,1.4,0
tx_002894,cust_00730,bienes_digitales,IT,1,58.96,26,9,0,1,21.2,0
tx_001237,cust_00004,moda,PT,5,28.99,515,0,0,0,4.7,0
tx_002468,cust_00543,moda,ES,11,20.14,1004,0,1,0,15.7,0
tx_000648,cust_00428,marketplace,ES,6,27.84,27,0,0,0,19.5,0
tx_001126,cust_00675,supermercado,PT,13,6.58,210,2,0,1,17.1,0
tx_001111,cust_00506,suscripciones,ES,0,10.74,22,1,0,0,2.3,0
tx_002651,cust_00704,videojuegos,PT,14,120.35,1904,2,0,0,28.0,0
tx_001941,cust_00132,videojuegos,ES,7,9.68,3170,2,0,0,0.0,0
tx_000539,cust_00432,supermercado,US,22,8.14,1105,0,0,0,22.7,0
tx_001049,cust_00535,videojuegos,FR,10,22.73,3498,4,0,0,4.3,0
tx_002984,cust_00657,videojuegos,IT,4,13.96,11,1,0,0,14.0,0
tx_002376,cust_00792,supermercado,ES,6,15.36,1271,0,0,0,2.1,0
tx_002210,cust_00111,lujo,ES,15,85.73,2379,3,0,0,5.8,1
tx_002339,cust_00035,restaurantes,NG,5,82.96,546,1,0,0,60.8,1
tx_002163,cust_00322,suscripciones,ES,2,21.52,3583,1,0,0,3.7,0
tx_000802,cust_00242,restaurantes,PT,8,32.24,2426,1,0,0,12.4,0
tx_000787,cust_00026,suscripciones,IT,16,42.9,457,1,0,0,22.3,0
tx_002695,cust_00748,videojuegos,GB,5,17.63,109,1,0,0,11.8,0
tx_002041,cust_00232,suscripciones,US,11,31.52,2492,11,0,0,25.8,0
tx_000789,cust_00436,moda,ES,21,34.98,634,0,0,0,14.9,0
tx_002184,cust_00516,supermercado,GB,1,12.36,11,2,0,1,36.3,1
tx_002469,cust_00022,supermercado,PT,23,14.19,50,4,0,0,19.3,0
tx_002014,cust_00737,marketplace,IT,13,7.48,1445,1,0,0,35.1,0
tx_000715,cust_00736,suscripciones,ES,7,25.59,26,2,0,0,24.8,0
tx_000804,cust_00734,supermercado,ES,14,13.03,2417,1,0,0,16.3,0
tx_002009,cust_00630,bienes_digitales,PT,9,25.0,2561,3,0,1,10.2,0
tx_002762,cust_00345,suscripciones,GB,17,52.43,53,1,0,0,26.0,0
tx_000124,cust_00377,electronica,US,7,30.91,3346,2,0,0,13.0,0
tx_001809,cust_00072,supermercado,ES,16,13.84,2268,0,1,0,15.8,0
tx_002287,cust_00724,marketplace,ES,4,24.86,3232,2,0,1,24.1,0
tx_002148,cust_00748,viajes,ES,9,41.03,2920,1,0,1,12.9,1
tx_000619,cust_00049,moda,ES,23,17.22,3367,3,0,0,7.8,0
tx_000407,cust_00347,supermercado,NL,22,3.17,1121,0,0,0,15.6,0
tx_001158,cust_00680,supermercado,GB,23,18.81,438,1,1,0,22.7,0
tx_001069,cust_00267,bienes_digitales,ES,10,101.58,298,2,0,1,13.4,0
tx_001134,cust_00610,bienes_digitales,ES,3,67.02,62,1,0,0,25.0,0
tx_002906,cust_00691,supermercado,ES,7,15.09,2883,3,1,0,19.0,0
tx_000498,cust_00299,viajes,ES,6,74.44,2278,0,1,0,16.8,0
tx_001062,cust_00550,bienes_digitales,ES,14,78.64,1976,1,0,0,19.3,0
tx_000326,cust_00184,electronica,ES,15,31.37,2477,3,0,1,27.5,0
tx_000343,cust_00497,moda,ES,6,10.96,1369,1,0,0,6.4,0
tx_002357,cust_00329,restaurantes,ES,19,32.83,9,1,0,1,9.8,1
tx_002267,cust_00547,supermercado,GB,22,12.17,67,2,0,0,32.5,0
tx_000783,cust_00099,viajes,NG,11,25.26,1509,2,0,0,57.2,0
tx_002368,cust_00141,videojuegos,ES,20,27.03,180,1,0,0,6.3,0
tx_000300,cust_00018,bienes_digitales,IT,16,28.78,412,2,0,0,15.1,0
tx_001462,cust_00250,marketplace,ES,5,40.93,28,3,0,1,48.9,0
tx_002374,cust_00319,moda,ES,18,15.98,2116,0,0,0,0.8,0
tx_000304,cust_00717,bienes_digitales,ES,5,28.5,10,1,0,0,5.5,0
tx_001238,cust_00099,supermercado,FR,9,6.68,2173,4,0,0,19.3,0
tx_002572,cust_00746,bienes_digitales,ES,5,36.91,84,5,1,0,13.7,0
tx_001657,cust_00678,electronica,ES,15,11.69,3069,8,0,0,4.8,0
tx_000665,cust_00478,suscripciones,FR,8,37.19,3570,1,0,0,25.0,0
tx_001691,cust_00618,moda,GB,5,72.04,2077,9,0,0,17.4,0
tx_000221,cust_00102,electronica,ES,10,20.14,52,0,0,0,21.4,0
tx_001627,cust_00462,supermercado,ES,4,27.54,2376,1,1,1,19.6,0
tx_001189,cust_00453,videojuegos,IT,10,7.89,3451,2,0,0,11.7,0
tx_001456,cust_00053,viajes,FR,3,7.42,915,9,0,0,16.8,0
tx_000450,cust_00229,suscripciones,DE,20,8.4,179,1,0,0,14.7,0
tx_002003,cust_00318,electronica,PT,20,23.43,781,0,0,0,13.5,0
tx_002617,cust_00793,supermercado,ES,6,102.84,773,1,0,0,6.6,0
tx_000085,cust_00504,supermercado,FR,5,13.35,2582,0,0,1,1.3,0
tx_000942,cust_00323,moda,GB,15,46.92,2447,0,0,0,14.4,0
tx_000962,cust_00327,bienes_digitales,ES,9,139.08,3526,0,0,0,16.6,0
tx_000842,cust_00525,electronica,ES,15,14.36,89,2,0,0,3.2,0
tx_001327,cust_00543,supermercado,DE,7,7.41,1487,2,0,0,6.4,0
tx_002379,cust_00790,electronica,FR,2,27.1,1961,3,0,0,6.6,0
tx_002431,cust_00106,supermercado,ES,16,3.52,1015,5,0,0,22.8,0
tx_001374,cust_00336,videojuegos,ES,8,10.75,9,0,0,0,18.9,0
tx_000291,cust_00646,restaurantes,ES,2,39.18,3599,2,0,0,14.8,0
tx_001868,cust_00608,bienes_digitales,ES,15,25.63,748,2,0,1,19.1,0
tx_001555,cust_00366,bienes_digitales,ES,20,9.81,886,0,0,0,14.1,0
tx_000605,cust_00661,supermercado,GB,21,10.79,389,0,0,0,16.5,0
tx_002033,cust_00073,supermercado,DE,14,17.75,3617,1,0,0,10.2,0
tx_000917,cust_00434,moda,ES,10,118.82,2821,2,0,0,24.6,0
tx_002633,cust_00730,supermercado,ES,12,6.29,1324,1,0,0,19.1,0
tx_002338,cust_00655,electronica,FR,14,23.81,3258,1,0,0,23.3,0
tx_002099,cust_00601,marketplace,ES,17,21.9,130,0,0,0,15.0,0
tx_002438,cust_00541,bienes_digitales,PT,12,73.3,217,0,0,1,19.7,0
tx_000822,cust_00532,electronica,FR,23,16.6,1249,8,0,1,34.2,0
tx_002470,cust_00172,moda,PT,18,35.92,2852,1,0,0,20.5,0
tx_001001,cust_00646,electronica,ES,23,11.7,1624,10,0,0,14.4,0
tx_001704,cust_00160,bienes_digitales,ES,21,33.86,2548,1,0,0,10.7,0
tx_000019,cust_00671,moda,IT,0,27.4,2396,11,1,0,9.3,1
tx_001778,cust_00131,supermercado,FR,10,49.49,144,0,0,0,15.4,0
tx_001209,cust_00228,moda,ES,5,31.87,3023,0,0,0,4.7,0
tx_002561,cust_00462,marketplace,ES,7,84.92,2330,1,0,0,7.4,0
tx_001937,cust_00298,viajes,ES,16,24.32,88,3,0,0,5.4,0
tx_001719,cust_00330,videojuegos,ES,0,12.54,611,1,0,0,2.5,0
tx_001428,cust_00722,supermercado,GB,14,21.08,2914,0,0,0,21.3,0
tx_002242,cust_00531,moda,ES,22,71.33,3,1,0,0,13.6,1
tx_002311,cust_00225,supermercado,ES,7,26.21,331,1,0,0,18.0,0
tx_001358,cust_00108,supermercado,ES,12,31.52,1475,1,0,0,12.3,0
tx_002058,cust_00591,suscripciones,ES,17,8.79,3209,1,0,0,15.2,0
tx_000361,cust_00676,supermercado,ES,9,18.51,1658,1,2,0,1.4,0
tx_002271,cust_00257,suscripciones,ES,1,4.98,963,0,0,0,12.5,0
tx_002085,cust_00105,suscripciones,ES,6,51.46,1239,0,0,1,20.3,0
tx_001565,cust_00445,viajes,ES,10,61.38,1353,0,0,0,19.0,0
tx_000345,cust_00724,moda,ES,19,58.37,1521,1,0,0,8.4,0
tx_000987,cust_00493,restaurantes,US,8,73.43,1540,1,0,0,23.9,0
tx_001261,cust_00213,bienes_digitales,ES,22,98.04,3584,2,0,0,8.4,0
tx_001714,cust_00587,supermercado,PT,16,26.55,2406,0,0,0,11.6,0
tx_001721,cust_00071,videojuegos,ES,19,48.27,390,7,0,0,3.3,0
tx_002647,cust_00454,electronica,ES,18,38.37,2955,2,0,1,26.3,0
tx_002887,cust_00746,videojuegos,ES,6,36.76,1107,1,0,0,16.1,0
tx_001576,cust_00255,suscripciones,ES,21,191.53,1371,1,0,0,8.2,0
tx_000086,cust_00560,suscripciones,IT,15,49.65,1332,6,0,0,17.7,0
tx_002064,cust_00576,moda,BR,0,59.45,2742,0,0,0,46.0,0
tx_000669,cust_00735,viajes,ES,8,19.93,1370,2,0,0,10.6,0
tx_001015,cust_00415,moda,ES,5,29.57,2525,0,0,0,3.4,0
tx_000129,cust_00460,moda,ES,2,13.5,1154,1,3,0,7.9,0
tx_001874,cust_00753,moda,DE,10,14.68,29,4,0,0,22.5,0
tx_001147,cust_00425,lujo,PT,8,84.88,958,2,0,0,9.7,1
tx_000892,cust_00568,restaurantes,ES,6,43.19,1032,1,0,0,12.0,0
tx_002472,cust_00080,moda,ES,6,7.6,910,2,0,0,19.6,0
tx_000308,cust_00443,supermercado,PT,0,6.45,3549,0,0,0,0.0,0
